Kategorija,ID,Model,Compression,Coverage,Density,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore
Beograd,340,Ekstraktivna,18.8837,0.0429,0.2326,0.1194,0.0,0.0896,0.6737
Beograd,340,Apstraktivna,47.7647,0.0167,0.1176,1.0,1.0,1.0,1.0
Beograd,340,ChatGPT,81.2,0.0143,0.2,0.25,0.0,0.1875,0.7164
Beograd,340,Gemini,73.8182,0.0071,0.3636,0.129,0.0,0.129,0.6658
Beograd,340,Claude,73.8182,0.0048,0.0,0.0645,0.0,0.0645,0.7073
Beograd,341,Ekstraktivna,8.303,0.1,0.2424,0.1818,0.0625,0.1212,0.6985
Beograd,341,Apstraktivna,11.4167,0.0333,0.1667,1.0,1.0,1.0,1.0
Beograd,341,ChatGPT,17.125,0.0067,0.125,0.3556,0.0465,0.3111,0.7808
Beograd,341,Gemini,30.4444,0.0067,0.2222,0.0541,0.0,0.0541,0.656
Beograd,341,Claude,24.9091,0.02,0.3636,0.4,0.2105,0.35,0.773
Beograd,342,Ekstraktivna,7.2459,0.1087,0.3279,0.1667,0.0426,0.125,0.6675
Beograd,342,Apstraktivna,19.2174,0.0217,0.0,1.0,1.0,1.0,1.0
Beograd,342,ChatGPT,34.0,0.013,0.1538,0.3902,0.1026,0.3415,0.7965
Beograd,342,Gemini,49.1111,0.013,0.0,0.2703,0.1143,0.2162,0.7208
Beograd,342,Claude,55.25,0.013,0.25,0.0,0.0,0.0,0.6884
Beograd,343,Ekstraktivna,11.087,0.0701,0.3913,0.1351,0.0,0.1081,0.6594
Beograd,343,Apstraktivna,26.8421,0.0111,0.1053,1.0,1.0,1.0,1.0
Beograd,343,ChatGPT,42.5,0.0185,0.1667,0.1111,0.0,0.1111,0.6591
Beograd,343,Gemini,63.75,0.0111,0.0,0.0588,0.0,0.0588,0.6427
Beograd,343,Claude,51.0,0.0037,0.2,0.0,0.0,0.0,0.6792
Beograd,344,Ekstraktivna,13.0465,0.0538,0.3256,0.2162,0.0,0.0811,0.7027
Beograd,344,Apstraktivna,25.5,0.0215,0.0909,1.0,1.0,1.0,1.0
Beograd,344,ChatGPT,62.3333,0.0143,0.4444,0.1143,0.0,0.1143,0.6745
Beograd,344,Gemini,62.3333,0.0108,0.2222,0.1081,0.0,0.1081,0.7029
Beograd,344,Claude,70.125,0.0072,0.0,0.0,0.0,0.0,0.6421
Beograd,344,Ekstraktivna,13.0465,0.0538,0.3256,0.2162,0.0,0.0811,0.7027
Beograd,344,Apstraktivna,25.5,0.0215,0.0909,1.0,1.0,1.0,1.0
Beograd,344,ChatGPT,62.3333,0.0143,0.4444,0.1143,0.0,0.1143,0.6745
Beograd,344,Gemini,62.3333,0.0108,0.2222,0.1081,0.0,0.1081,0.7029
Beograd,344,Claude,70.125,0.0072,0.0,0.0,0.0,0.0,0.6421
Beograd,346,Ekstraktivna,2.6957,0.2791,0.6087,0.5,0.2857,0.4545,0.747
Beograd,346,Apstraktivna,3.4444,0.1163,0.2222,1.0,1.0,1.0,1.0
Beograd,346,ChatGPT,6.2,0.0698,0.4,0.3226,0.1379,0.3226,0.7079
Beograd,346,Gemini,10.3333,0.0465,0.3333,0.4138,0.1481,0.2759,0.7162
Beograd,346,Claude,10.3333,0.0465,0.0,0.2963,0.08,0.2963,0.6925
Beograd,347,Ekstraktivna,5.3953,0.1364,0.3256,0.2025,0.026,0.1519,0.6757
Beograd,347,Apstraktivna,10.5455,0.0303,0.0909,1.0,1.0,1.0,1.0
Beograd,347,ChatGPT,19.3333,0.0303,0.1667,0.05,0.0,0.05,0.6834
Beograd,347,Gemini,23.2,0.0076,0.0,0.1538,0.0,0.1026,0.6967
Beograd,347,Claude,29.0,0.0152,0.25,0.1111,0.0,0.1111,0.6787
Beograd,348,Ekstraktivna,7.029,0.0909,0.2609,0.1682,0.0,0.0935,0.6247
Beograd,348,Apstraktivna,18.6538,0.0335,0.0,1.0,1.0,1.0,1.0
Beograd,348,ChatGPT,44.0909,0.0096,0.1818,0.1818,0.0,0.1364,0.6883
Beograd,348,Gemini,48.5,0.0191,0.0,0.2667,0.093,0.1778,0.669
Beograd,348,Claude,53.8889,0.0144,0.2222,0.05,0.0,0.05,0.646
Beograd,349,Ekstraktivna,16.0,0.056,0.2857,0.2472,0.069,0.1798,0.7031
Beograd,349,Apstraktivna,28.0,0.014,0.1429,1.0,1.0,1.0,1.0
Beograd,349,ChatGPT,60.3077,0.014,0.3077,0.2727,0.0952,0.2727,0.7129
Beograd,349,Gemini,78.4,0.0056,0.0,0.0976,0.0,0.0976,0.6328
Beograd,349,Claude,98.0,0.0,0.0,0.1053,0.0,0.1053,0.6672
Biznis,350,Ekstraktivna,10.775,0.1028,0.3,0.2632,0.1351,0.2368,0.7147
Biznis,350,Apstraktivna,17.24,0.0421,0.24,1.0,1.0,1.0,1.0
Biznis,350,ChatGPT,47.8889,0.0093,0.2222,0.2105,0.0556,0.1579,0.6903
Biznis,350,Gemini,53.875,0.014,0.0,0.2105,0.0556,0.1579,0.7112
Biznis,350,Claude,61.5714,0.0,0.0,0.0,0.0,0.0,0.6627
Biznis,351,Ekstraktivna,12.0465,0.0657,0.4186,0.3333,0.1143,0.2778,0.7203
Biznis,351,Apstraktivna,24.6667,0.0277,0.1905,1.0,1.0,1.0,1.0
Biznis,351,ChatGPT,43.1667,0.0242,0.6667,0.1053,0.0556,0.1053,0.692
Biznis,351,Gemini,64.75,0.0104,0.0,0.1714,0.0,0.1714,0.7346
Biznis,351,Claude,64.75,0.0208,0.75,0.0,0.0,0.0,0.6941
Biznis,352,Ekstraktivna,14.9103,0.0589,0.1795,0.16,0.0163,0.112,0.7008
Biznis,352,Apstraktivna,36.3438,0.0221,0.25,1.0,1.0,1.0,1.0
Biznis,352,ChatGPT,89.4615,0.0092,0.0,0.32,0.125,0.24,0.7767
Biznis,352,Gemini,105.7273,0.0074,0.0,0.2083,0.0,0.1667,0.6598
Biznis,352,Claude,105.7273,0.0037,0.1818,0.1224,0.0,0.0816,0.7004
Biznis,353,Ekstraktivna,8.7059,0.0872,0.1765,0.0938,0.0,0.0625,0.6515
Biznis,353,Apstraktivna,14.0952,0.0201,0.0,1.0,1.0,1.0,1.0
Biznis,353,ChatGPT,37.0,0.0067,0.0,0.0,0.0,0.0,0.6724
Biznis,353,Gemini,29.6,0.0067,0.0,0.0606,0.0,0.0606,0.6463
Biznis,353,Claude,29.6,0.0134,0.0,0.1667,0.0588,0.1667,0.6589
Biznis,354,Ekstraktivna,4.8333,0.1644,0.3333,0.3077,0.1176,0.2885,0.7104
Biznis,354,Apstraktivna,8.7,0.0548,0.3333,1.0,1.0,1.0,1.0
Biznis,354,ChatGPT,20.0769,0.0342,0.3077,0.32,0.125,0.32,0.734
Biznis,354,Gemini,26.1,0.0205,0.4,0.2128,0.0889,0.1702,0.7169
Biznis,354,Claude,26.1,0.0137,0.0,0.1277,0.0444,0.1277,0.6618
Biznis,355,Ekstraktivna,5.6341,0.1538,0.439,0.2338,0.08,0.2338,0.6924
Biznis,355,Apstraktivna,9.625,0.0598,0.25,1.0,1.0,1.0,1.0
Biznis,355,ChatGPT,25.6667,0.0342,0.0,0.2,0.0,0.15,0.6515
Biznis,355,Gemini,38.5,0.0085,0.0,0.0,0.0,0.0,0.6371
Biznis,355,Claude,33.0,0.0085,0.0,0.0513,0.0,0.0513,0.6628
Biznis,356,Ekstraktivna,7.4643,0.1256,0.3929,0.3011,0.1099,0.1935,0.6941
Biznis,356,Apstraktivna,16.0769,0.0386,0.1538,1.0,1.0,1.0,1.0
Biznis,356,ChatGPT,38.0,0.0193,0.5455,0.2791,0.1463,0.2791,0.6923
Biznis,356,Gemini,41.8,0.0097,0.0,0.3333,0.1,0.2381,0.7506
Biznis,356,Claude,38.0,0.0193,0.1818,0.1463,0.0513,0.1463,0.7095
Biznis,357,Ekstraktivna,7.359,0.0929,0.4103,0.1538,0.0,0.1231,0.701
Biznis,357,Apstraktivna,15.9444,0.0219,0.1111,1.0,1.0,1.0,1.0
Biznis,357,ChatGPT,28.7,0.0164,0.2,0.1818,0.0,0.1212,0.7005
Biznis,357,Gemini,28.7,0.0219,0.2,0.1212,0.0,0.1212,0.6878
Biznis,357,Claude,28.7,0.0219,0.2,0.0625,0.0,0.0625,0.6808
Biznis,358,Ekstraktivna,0.3696,0.3636,0.087,0.3434,0.1649,0.2828,0.7331
Biznis,358,Apstraktivna,0.4359,0.5455,0.2051,1.0,1.0,1.0,1.0
Biznis,358,ChatGPT,1.4167,0.2727,0.1667,0.4483,0.1429,0.3793,0.7196
Biznis,358,Gemini,1.4167,0.1818,0.1667,0.2807,0.1455,0.2105,0.6617
Biznis,358,Claude,1.4167,0.2727,0.1667,0.25,0.037,0.1786,0.7248
Biznis,359,Ekstraktivna,0.2273,0.375,0.0909,0.475,0.3077,0.425,0.7677
Biznis,359,Apstraktivna,0.3333,0.5,0.1333,1.0,1.0,1.0,1.0
Biznis,359,ChatGPT,0.7143,0.0,0.0,0.4082,0.2128,0.4082,0.7346
Biznis,359,Gemini,0.8333,0.0,0.0,0.1702,0.0,0.0851,0.6937
Biznis,359,Claude,1.0,0.0,0.0,0.0889,0.0465,0.0889,0.6857
Biznis,360,Ekstraktivna,0.3469,0.25,0.0408,0.2727,0.0233,0.1818,0.7004
Biznis,360,Apstraktivna,0.6071,0.0833,0.0,1.0,1.0,1.0,1.0
Biznis,360,ChatGPT,1.8889,0.0833,0.0,0.4,0.186,0.2667,0.7358
Biznis,360,Gemini,1.7,0.0,0.0,0.087,0.0,0.087,0.713
Biznis,360,Claude,1.8889,0.0,0.0,0.1739,0.0909,0.1739,0.7437
Biznis,361,Ekstraktivna,0.2368,0.75,0.1579,0.5588,0.303,0.4412,0.7382
Biznis,361,Apstraktivna,0.4091,0.625,0.1818,1.0,1.0,1.0,1.0
Biznis,361,ChatGPT,0.75,0.375,0.1667,0.5128,0.2162,0.5128,0.7542
Biznis,361,Gemini,0.9,0.125,0.0,0.2222,0.0588,0.2222,0.6828
Biznis,361,Claude,0.75,0.5,0.1667,0.5,0.2632,0.4,0.7151
Biznis,362,Ekstraktivna,0.125,0.3333,0.0208,0.1361,0.0,0.0952,0.6813
Biznis,362,Apstraktivna,0.4138,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,362,ChatGPT,0.9231,0.0,0.0,0.2609,0.0455,0.2174,0.7628
Biznis,362,Gemini,1.0909,0.0,0.0,0.0909,0.0,0.0909,0.6928
Biznis,362,Claude,0.9231,0.0,0.0,0.1633,0.0,0.1633,0.7106
Biznis,363,Ekstraktivna,0.2319,0.0,0.0,0.1416,0.018,0.1416,0.6659
Biznis,363,Apstraktivna,0.6154,0.2222,0.0,1.0,1.0,1.0,1.0
Biznis,363,ChatGPT,1.4545,0.1111,0.0,0.2273,0.0952,0.1818,0.7082
Biznis,363,Gemini,1.4545,0.0,0.0,0.1364,0.0,0.1364,0.6597
Biznis,363,Claude,1.4545,0.0,0.0,0.1364,0.0476,0.1364,0.6489
Biznis,364,Ekstraktivna,0.5185,0.6667,0.2222,0.1639,0.0339,0.1639,0.6634
Biznis,364,Apstraktivna,0.7368,0.1111,0.0,1.0,1.0,1.0,1.0
Biznis,364,ChatGPT,1.4,0.1111,0.0,0.2162,0.0571,0.2162,0.7318
Biznis,364,Gemini,1.0769,0.0,0.0,0.2051,0.0541,0.2051,0.6734
Biznis,364,Claude,1.2727,0.1111,0.0,0.25,0.1579,0.25,0.7052
Biznis,365,Ekstraktivna,0.2364,0.4545,0.0,0.0533,0.0,0.0533,0.6438
Biznis,365,Apstraktivna,0.8125,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,365,ChatGPT,1.0833,0.0,0.0,0.1379,0.0,0.1379,0.7009
Biznis,365,Gemini,1.1818,0.0,0.0,0.0,0.0,0.0,0.6736
Biznis,365,Claude,1.1818,0.0909,0.0,0.0714,0.0,0.0714,0.675
Biznis,366,Ekstraktivna,0.2558,0.2,0.0,0.3077,0.0789,0.2051,0.7261
Biznis,366,Apstraktivna,0.3667,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,366,ChatGPT,0.8462,0.0,0.0,0.2174,0.0455,0.2174,0.7246
Biznis,366,Gemini,0.8462,0.0,0.0,0.3043,0.0455,0.1739,0.7506
Biznis,366,Claude,1.0,0.0,0.0,0.1333,0.0,0.0889,0.7076
Biznis,367,Ekstraktivna,0.2653,0.4444,0.0816,0.2025,0.0519,0.1519,0.6989
Biznis,367,Apstraktivna,0.619,0.1111,0.0952,1.0,1.0,1.0,1.0
Biznis,367,ChatGPT,1.1818,0.1111,0.1818,0.2222,0.0588,0.1667,0.713
Biznis,367,Gemini,1.1818,0.3333,0.3636,0.1667,0.0588,0.1111,0.7101
Biznis,367,Claude,1.3,0.1111,0.0,0.2222,0.0588,0.1111,0.698
Biznis,368,Ekstraktivna,0.2683,0.5556,0.0976,0.2632,0.0541,0.1842,0.7189
Biznis,368,Apstraktivna,0.5238,0.3333,0.0952,1.0,1.0,1.0,1.0
Biznis,368,ChatGPT,0.8462,0.0,0.0,0.1622,0.0,0.1622,0.666
Biznis,368,Gemini,0.9167,0.2222,0.1667,0.1053,0.0,0.0526,0.6525
Biznis,368,Claude,1.0,0.2222,0.1818,0.1667,0.0588,0.1667,0.7374
Biznis,369,Ekstraktivna,0.1639,0.0,0.0,0.1538,0.0196,0.1154,0.6579
Biznis,369,Apstraktivna,0.3448,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,369,ChatGPT,0.8333,0.1111,0.0,0.1633,0.0,0.1224,0.7049
Biznis,369,Gemini,1.1111,0.0,0.0,0.0909,0.0,0.0455,0.6834
Biznis,369,Claude,0.7143,0.0,0.0,0.1176,0.0408,0.1176,0.6897
Biznis,370,Ekstraktivna,0.8197,0.3429,0.1311,0.2083,0.0426,0.0833,0.6531
Biznis,370,Apstraktivna,1.8519,0.0286,0.0,1.0,1.0,1.0,1.0
Biznis,370,ChatGPT,3.3333,0.1143,0.1333,0.1702,0.0,0.1277,0.7406
Biznis,370,Gemini,3.8462,0.0857,0.1538,0.2609,0.0455,0.2174,0.7061
Biznis,370,Claude,3.8462,0.0286,0.0,0.3043,0.0909,0.3043,0.7183
Biznis,371,Ekstraktivna,0.4722,0.2,0.0,0.3214,0.1481,0.2143,0.725
Biznis,371,Apstraktivna,1.0625,0.1,0.0,1.0,1.0,1.0,1.0
Biznis,371,ChatGPT,1.2143,0.5,0.2857,0.3636,0.129,0.303,0.7559
Biznis,371,Gemini,2.125,0.1,0.0,0.1538,0.0,0.0769,0.6887
Biznis,371,Claude,1.4167,0.1,0.0,0.3448,0.0,0.2069,0.7794
Biznis,372,Ekstraktivna,0.4054,0.2857,0.0541,0.2295,0.0678,0.1311,0.6752
Biznis,372,Apstraktivna,0.8333,0.1429,0.0,1.0,1.0,1.0,1.0
Biznis,372,ChatGPT,1.1538,0.0714,0.0,0.303,0.1935,0.303,0.8188
Biznis,372,Gemini,1.3636,0.3571,0.1818,0.129,0.0,0.129,0.6568
Biznis,372,Claude,1.875,0.0,0.0,0.0,0.0,0.0,0.6259
Biznis,373,Ekstraktivna,0.5667,0.3,0.0667,0.2581,0.0333,0.129,0.6989
Biznis,373,Apstraktivna,0.8947,0.3,0.2105,1.0,1.0,1.0,1.0
Biznis,373,ChatGPT,1.2143,0.4,0.1429,0.4286,0.2,0.4286,0.7384
Biznis,373,Gemini,1.5455,0.0,0.0,0.1622,0.0,0.1081,0.6553
Biznis,373,Claude,1.8889,0.0,0.0,0.2564,0.0541,0.2051,0.7203
Biznis,374,Ekstraktivna,0.8333,0.2143,0.1111,0.2222,0.0455,0.1556,0.6857
Biznis,374,Apstraktivna,2.1429,0.1786,0.1905,1.0,1.0,1.0,1.0
Biznis,374,ChatGPT,3.0,0.1071,0.1333,0.186,0.0,0.1395,0.7005
Biznis,374,Gemini,5.0,0.0,0.0,0.2703,0.1143,0.2703,0.7505
Biznis,374,Claude,3.2143,0.1071,0.1429,0.3902,0.0513,0.1951,0.694
Biznis,375,Ekstraktivna,0.5385,0.2667,0.0,0.3014,0.1127,0.2466,0.6845
Biznis,375,Apstraktivna,0.7241,0.1333,0.069,1.0,1.0,1.0,1.0
Biznis,375,ChatGPT,1.2353,0.0667,0.1176,0.2041,0.0851,0.1633,0.6938
Biznis,375,Gemini,3.0,0.0,0.0,0.0,0.0,0.0,0.6673
Biznis,375,Claude,2.1,0.0,0.0,0.0952,0.0,0.0476,0.6812
Biznis,376,Ekstraktivna,0.2289,0.0,0.0,0.1667,0.0847,0.1,0.6441
Biznis,376,Apstraktivna,0.6552,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,376,ChatGPT,1.4615,0.0,0.0,0.2222,0.0465,0.2222,0.6696
Biznis,376,Gemini,2.1111,0.0,0.0,0.1,0.0,0.1,0.6602
Biznis,376,Claude,1.4615,0.0,0.0,0.3636,0.1429,0.3182,0.6926
Biznis,377,Ekstraktivna,0.4773,0.0625,0.0,0.1918,0.0563,0.1096,0.6478
Biznis,377,Apstraktivna,1.05,0.0625,0.0,1.0,1.0,1.0,1.0
Biznis,377,ChatGPT,1.6154,0.125,0.0,0.1026,0.0,0.0513,0.6991
Biznis,377,Gemini,2.3333,0.0,0.0,0.1212,0.0,0.1212,0.6452
Biznis,377,Claude,2.1,0.0,0.0,0.1714,0.0,0.0571,0.6879
Biznis,378,Ekstraktivna,0.1458,0.0909,0.0,0.1102,0.016,0.1102,0.6729
Biznis,378,Apstraktivna,0.6087,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,378,ChatGPT,0.875,0.0,0.0,0.1463,0.0,0.1463,0.7003
Biznis,378,Gemini,1.75,0.0,0.0,0.0625,0.0,0.0625,0.7287
Biznis,378,Claude,1.5556,0.0,0.0,0.1212,0.0645,0.1212,0.7207
Biznis,379,Ekstraktivna,0.2653,0.2,0.0408,0.25,0.093,0.2273,0.7079
Biznis,379,Apstraktivna,0.4643,0.2,0.0714,1.0,1.0,1.0,1.0
Biznis,379,ChatGPT,1.0,0.1,0.1538,0.0816,0.0,0.0816,0.6777
Biznis,379,Gemini,2.1667,0.0,0.0,0.1463,0.0,0.1463,0.7176
Biznis,379,Claude,1.1818,0.1,0.0,0.0435,0.0,0.0435,0.6701
Biznis,380,Ekstraktivna,0.2333,0.2,0.0,0.2268,0.0632,0.1649,0.6878
Biznis,380,Apstraktivna,0.5,0.1,0.0,1.0,1.0,1.0,1.0
Biznis,380,ChatGPT,1.0,0.1,0.0,0.4255,0.0,0.2979,0.7835
Biznis,380,Gemini,1.2727,0.0,0.0,0.1333,0.0,0.1333,0.7071
Biznis,380,Claude,1.1667,0.1,0.0,0.1364,0.0,0.0909,0.666
Biznis,381,Ekstraktivna,0.3824,0.5556,0.1765,0.2353,0.0606,0.1765,0.6832
Biznis,381,Apstraktivna,0.5652,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,381,ChatGPT,1.0,0.1111,0.0,0.0513,0.0,0.0513,0.6376
Biznis,381,Gemini,2.1667,0.0,0.0,0.2424,0.129,0.2424,0.7331
Biznis,381,Claude,1.3,0.0,0.0,0.1081,0.0,0.1081,0.6849
Biznis,382,Ekstraktivna,0.8276,0.5263,0.3448,0.1846,0.0635,0.1846,0.6541
Biznis,382,Apstraktivna,0.96,0.2105,0.16,1.0,1.0,1.0,1.0
Biznis,382,ChatGPT,2.0,0.1579,0.3333,0.1818,0.0476,0.1364,0.6673
Biznis,382,Gemini,3.4286,0.1053,0.0,0.1622,0.0,0.1081,0.7075
Biznis,382,Claude,3.0,0.1053,0.0,0.0,0.0,0.0,0.6023
Biznis,383,Ekstraktivna,0.8,0.1765,0.0667,0.1818,0.0,0.1455,0.6705
Biznis,383,Apstraktivna,1.2,0.0588,0.0,1.0,1.0,1.0,1.0
Biznis,383,ChatGPT,2.4,0.0,0.0,0.303,0.0645,0.2424,0.7594
Biznis,383,Gemini,4.0,0.1176,0.3333,0.069,0.0,0.069,0.6979
Biznis,383,Claude,2.1818,0.0,0.0,0.0,0.0,0.0,0.6414
Biznis,384,Ekstraktivna,0.4792,0.4667,0.0417,0.1,0.0,0.075,0.6524
Biznis,384,Apstraktivna,1.2105,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,384,ChatGPT,2.0909,0.2,0.0,0.1081,0.0,0.0541,0.7014
Biznis,384,Gemini,2.5556,0.0,0.0,0.0,0.0,0.0,0.6538
Biznis,384,Claude,1.7692,0.0,0.0,0.1463,0.0,0.1463,0.6494
Biznis,385,Ekstraktivna,0.9259,0.3684,0.2222,0.2264,0.0784,0.2264,0.6907
Biznis,385,Apstraktivna,1.25,0.1053,0.1,1.0,1.0,1.0,1.0
Biznis,385,ChatGPT,1.7857,0.2105,0.2857,0.1667,0.0588,0.1667,0.7006
Biznis,385,Gemini,3.5714,0.0526,0.2857,0.2759,0.2222,0.2759,0.7343
Biznis,385,Claude,2.2727,0.1579,0.1818,0.0,0.0,0.0,0.6801
Biznis,386,Ekstraktivna,0.2059,0.8333,0.1176,0.3797,0.1818,0.3544,0.7783
Biznis,386,Apstraktivna,0.1892,0.6667,0.0541,1.0,1.0,1.0,1.0
Biznis,386,ChatGPT,0.2414,0.0,0.0,0.2192,0.0,0.1918,0.7296
Biznis,386,Gemini,0.1,0.8333,0.0571,0.3577,0.1157,0.2602,0.7602
Biznis,386,Claude,0.1458,0.0,0.0,0.2424,0.0206,0.1414,0.703
Biznis,387,Ekstraktivna,0.2308,0.0,0.0,0.4118,0.1212,0.3529,0.7495
Biznis,387,Apstraktivna,0.2069,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,387,ChatGPT,0.3333,0.0,0.0,0.2903,0.0667,0.1613,0.7576
Biznis,387,Gemini,0.15,0.2,0.0,0.4773,0.1395,0.2273,0.7409
Biznis,387,Claude,0.1935,0.2,0.0,0.1558,0.0,0.0779,0.6933
Biznis,388,Ekstraktivna,0.2188,0.6,0.125,0.2414,0.0714,0.2069,0.745
Biznis,388,Apstraktivna,0.3182,0.2,0.0909,1.0,1.0,1.0,1.0
Biznis,388,ChatGPT,0.3684,0.2,0.0,0.1277,0.0,0.0851,0.6847
Biznis,388,Gemini,0.1346,0.6,0.0769,0.3291,0.1818,0.3291,0.722
Biznis,388,Claude,0.2333,0.2,0.0,0.1695,0.0,0.1356,0.6957
Biznis,389,Ekstraktivna,4.0698,0.1858,0.4651,0.2558,0.0238,0.186,0.7139
Biznis,389,Apstraktivna,5.8333,0.0531,0.0667,1.0,1.0,1.0,1.0
Biznis,389,ChatGPT,8.3333,0.0442,0.1905,0.2712,0.0702,0.2373,0.7194
Biznis,389,Gemini,3.1818,0.1593,0.3273,0.3505,0.1053,0.2474,0.7128
Biznis,389,Claude,5.4688,0.0442,0.0,0.1818,0.0267,0.1558,0.6904
Biznis,390,Ekstraktivna,4.2941,0.2436,0.5294,0.3881,0.2462,0.3881,0.7757
Biznis,390,Apstraktivna,5.4074,0.1667,0.4444,1.0,1.0,1.0,1.0
Biznis,390,ChatGPT,5.6154,0.0641,0.2308,0.3214,0.2222,0.3214,0.7379
Biznis,390,Gemini,4.0556,0.1667,0.2778,0.4286,0.1765,0.3143,0.7434
Biznis,390,Claude,3.9459,0.0769,0.1081,0.2857,0.0294,0.2,0.709
Biznis,391,Ekstraktivna,13.1622,0.0593,0.4324,0.2989,0.0235,0.2069,0.7057
Biznis,391,Apstraktivna,13.5278,0.0277,0.1667,1.0,1.0,1.0,1.0
Biznis,391,ChatGPT,16.7931,0.0277,0.1379,0.1818,0.0,0.1299,0.6919
Biznis,391,Gemini,11.3256,0.0395,0.093,0.2921,0.0,0.2022,0.6982
Biznis,391,Claude,11.0682,0.0119,0.0,0.2697,0.023,0.1798,0.7025
Biznis,392,Ekstraktivna,14.4186,0.0523,0.1395,0.175,0.0513,0.125,0.6555
Biznis,392,Apstraktivna,22.1429,0.0145,0.0714,1.0,1.0,1.0,1.0
Biznis,392,ChatGPT,26.9565,0.0145,0.087,0.2373,0.1053,0.2034,0.7194
Biznis,392,Gemini,17.7143,0.0349,0.0571,0.1667,0.0,0.1389,0.6692
Biznis,392,Claude,23.8462,0.0116,0.0,0.1967,0.0,0.1639,0.6749
Biznis,393,Ekstraktivna,7.075,0.0764,0.2,0.1644,0.0282,0.137,0.6617
Biznis,393,Apstraktivna,11.32,0.0446,0.08,1.0,1.0,1.0,1.0
Biznis,393,ChatGPT,14.8947,0.0064,0.1053,0.2449,0.0426,0.2041,0.728
Biznis,393,Gemini,10.1071,0.0127,0.0714,0.1695,0.0,0.1017,0.6571
Biznis,393,Claude,12.3043,0.0064,0.0,0.1132,0.0,0.1132,0.6655
Biznis,394,Ekstraktivna,0.7027,0.1333,0.0,0.2778,0.0571,0.2222,0.6732
Biznis,394,Apstraktivna,0.963,0.4,0.0741,1.0,1.0,1.0,1.0
Biznis,394,ChatGPT,1.3,0.1333,0.0,0.3051,0.1053,0.2712,0.7487
Biznis,394,Gemini,0.7222,0.2,0.1111,0.3158,0.027,0.1579,0.7078
Biznis,394,Claude,0.963,0.0,0.0,0.0952,0.0,0.0635,0.6515
Biznis,395,Ekstraktivna,0.3421,0.2727,0.0526,0.3077,0.0526,0.1795,0.6996
Biznis,395,Apstraktivna,0.4333,0.2727,0.0667,1.0,1.0,1.0,1.0
Biznis,395,ChatGPT,0.5909,0.1818,0.0,0.1333,0.0,0.1333,0.7098
Biznis,395,Gemini,0.3611,0.3636,0.1111,0.3243,0.1111,0.2432,0.7092
Biznis,395,Claude,0.5,0.0,0.0,0.0615,0.0,0.0615,0.6422
Biznis,396,Ekstraktivna,0.2128,0.5556,0.0851,0.2174,0.0444,0.1304,0.6928
Biznis,396,Apstraktivna,0.2941,0.2222,0.0588,1.0,1.0,1.0,1.0
Biznis,396,ChatGPT,0.4762,0.2222,0.0,0.2319,0.0597,0.2029,0.7105
Biznis,396,Gemini,0.2174,0.4444,0.0435,0.1739,0.0222,0.1304,0.6822
Biznis,396,Claude,0.2703,0.0,0.0,0.0759,0.0,0.0759,0.6683
Biznis,397,Ekstraktivna,0.2712,0.375,0.1356,0.1573,0.046,0.1124,0.6325
Biznis,397,Apstraktivna,0.6154,0.25,0.0769,1.0,1.0,1.0,1.0
Biznis,397,ChatGPT,0.6667,0.5,0.1667,0.3396,0.1569,0.2264,0.7147
Biznis,397,Gemini,0.3902,0.5,0.1951,0.1449,0.0299,0.087,0.6587
Biznis,397,Claude,0.5161,0.0,0.0,0.0667,0.0,0.0667,0.6617
Biznis,398,Ekstraktivna,0.9762,0.1905,0.1429,0.3,0.0769,0.15,0.6949
Biznis,398,Apstraktivna,1.7083,0.0476,0.0,1.0,1.0,1.0,1.0
Biznis,398,ChatGPT,2.2778,0.0476,0.1111,0.5,0.2963,0.3571,0.7345
Biznis,398,Gemini,1.1714,0.0952,0.0571,0.3562,0.0845,0.1918,0.693
Biznis,398,Claude,1.64,0.0476,0.0,0.1,0.0345,0.1,0.6948
Biznis,399,Ekstraktivna,0.8276,0.4211,0.2069,0.1562,0.0323,0.0938,0.6644
Biznis,399,Apstraktivna,0.8571,0.2632,0.1429,1.0,1.0,1.0,1.0
Biznis,399,ChatGPT,1.5,0.1053,0.0,0.1569,0.0,0.0784,0.6752
Biznis,399,Gemini,0.7742,0.2632,0.0645,0.1515,0.0938,0.1212,0.6675
Biznis,399,Claude,0.96,0.0,0.0,0.1017,0.0,0.0678,0.6361
Biznis,400,Ekstraktivna,0.6053,0.15,0.0526,0.1176,0.0,0.0882,0.6638
Biznis,400,Apstraktivna,1.0952,0.05,0.0,1.0,1.0,1.0,1.0
Biznis,400,ChatGPT,1.0952,0.25,0.0952,0.125,0.0,0.125,0.699
Biznis,400,Gemini,0.8214,0.25,0.0714,0.1053,0.0,0.0702,0.6713
